,Gene,Old Human,Old Organoid,Young Human,Young Organoid
3250,CD226,4.0,2.0,16.0,2.0
3251,CD24,72.0,2521.0149999999994,712.8900000000001,1318.036
3252,CD244,18.0,0.0,57.0,10.0
3253,CD247,11.0,7.0,72.0,7.0
3254,CD248,6.0,89.0,28.0,255.0
3255,CD27,6.0,3.0,8.0,3.0
3256,CD27-AS1,64.0,20.0,29.0,10.0
3257,CD274,10.0,31.0,12.0,45.0
3258,CD276,401.999,513.0,489.001,251.99900000000002
3259,CD28,7.0,7.0,9.0,1.0
3260,CD2AP,200.0,348.999,264.0,168.0
3261,CD2BP2,225.0,337.0,168.0,135.0
3262,CD300A,20.928,3.0,98.977,1.0
3263,CD300C,2.0,0.0,35.149,0.0
3264,CD300E,12.0,1.0,36.0,0.0
3265,CD300LB,7.0,2.0,4.0,1.0
3266,CD300LD,0.0,0.0,0.0,0.0
3267,CD300LF,7.0,1.0,16.0,1.0
3268,CD300LG,1.0,0.0,3.0,0.0
3269,CD302,1984.0,227.30700000000002,498.0,301.10699999999997
3270,CD320,118.0,287.0,68.0,89.0
3271,CD33,5.0,2.0,45.0,0.0
3272,CD34,4.0,6.0,14.0,15.0
3273,CD36,35.0,28.0,160.0,58.0
3274,CD37,12.0,5.0,62.0,0.0
3275,CD38,5.0,15.0,12.0,15.0
3276,CD3D,11.0,18.0,12.0,6.0
3277,CD3E,14.0,1.0,48.0,0.0
3278,CD3EAP,77.0,110.0,89.0,71.0
3279,CD3G,4.0,5.0,7.0,2.0
3280,CD4,320.0,16.0,556.0,13.0
3281,CD40,124.0,22.0,30.0,21.0
3282,CD40LG,2.0,0.0,13.0,0.0
3283,CD44,54.0,582.0,381.0,50.999000000000024
3284,CD46,805.0,772.9989999999998,1992.0,1220.999
3285,CD47,85.0,377.0,110.0,180.05600000000004
3286,CD48,77.0,1.0,50.0,0.0
3287,CD5,5.0,2.0,7.0,0.0
3288,CD52,47.0,4.0,29.0,5.0
3289,CD53,44.0,1.0,158.0,0.0
3290,CD55,40.0,75.0,474.999,70.0
3291,CD58,36.0,45.998999999999995,42.0,53.0
3292,CD59,733.0,1040.0029999999997,699.0,1287.0
3293,CD5L,66.0,0.0,1445.0,2.0
3294,CD6,5.0,2.0,33.0,2.0
3295,CD63,763.0,2290.0,1906.0,2100.0
3296,CD68,310.0,687.0,1297.0,313.0
3297,CD69,69.0,0.0,110.0,2.0
3298,CD7,9.0,19.0,111.0,7.0
3299,CD70,2.0,100.0,2.0,17.0
3300,CD72,7.0,7.0,83.0,4.0
3301,CD74,353.0,835.0,4281.0,386.001
3302,CD79A,7.0,7.0,14.0,7.0
3303,CD79B,11.0,2.0,14.0,0.0
3304,CD80,1.0,1.0,15.0,0.0
3305,CD81,4785.0,955.0,4946.0,452.0
3306,CD81-AS1,0.0,3.0,2.0,2.0
3307,CD82,472.0,291.0,355.0,90.0
3308,CD83,8.0,29.0,33.0,11.0
3309,CD84,18.0,2.0,170.0,0.0
3310,CD86,11.0,0.0,45.0,0.0
3311,CD8A,11.0,12.0,25.0,4.0
3312,CD8B,11.0,21.0,3.0,13.0
3313,CD9,67.0,405.0,313.0,674.0
3314,CD93,11.0,1.0,149.0,6.0
3315,CD96,8.0,5.0,46.0,5.0
3316,CD97,37.671,504.047,106.0,78.47800000000007
3317,CD99,1224.0,462.0,1253.0,236.0
3318,CD99-2,0.0,0.0,0.0,0.0
3319,CD99L2,547.0,285.0,386.0,152.0
3320,CD99P1,16.0,22.0,16.0,10.0
3321,CD99P1-2,0.0,0.0,0.0,0.0
3322,CDA,342.0,362.0,281.0,78.0
3323,CDADC1,90.999,50.001000000000005,59.0,54.001000000000005
3324,CDAN1,163.0,97.0,97.0,34.0
3325,CDC123,272.0,289.0,194.0,322.0
3326,CDC14A,14.0,47.0,44.0,22.0
3327,CDC14B,457.043,168.00099999999998,148.00099999999998,153.279
3328,CDC14C,2.108,1.087,2.049,5.353
3329,CDC16,422.0,215.99900000000002,278.0,203.0
3330,CDC20,116.0,709.0,34.0,300.0
3331,CDC20B,0.0,4.0,1.0,1.0
3332,CDC23,187.0,274.0,116.0,163.0
3333,CDC25A,32.0,167.0,34.0,66.0
3334,CDC25B,272.0,931.9989999999998,103.0,501.0
3335,CDC25C,30.0,129.0,6.0,177.00199999999998
3336,CDC26,126.0,79.0,115.0,137.0
3337,CDC27,311.0,262.0,158.0,409.06600000000003
3338,CDC34,664.0,255.00099999999998,310.0,109.00599999999997
3339,CDC37,941.0,948.0,597.0,329.0
3340,CDC37L1,202.0,85.0,399.0,83.0
3341,CDC40,165.0,183.0,114.0,130.0
3342,CDC42,858.999,1349.7550000000006,1277.0,1190.3550000000005
3343,CDC42BPA,603.0,274.0,444.999,85.00099999999998
3344,CDC42BPB,848.0,1162.0,247.0,527.0
3345,CDC42BPG,29.0,178.0,13.0,102.0
3346,CDC42EP1,694.0,827.0,1008.0,195.0
3347,CDC42EP2,21.0,88.0,21.0,59.0
3348,CDC42EP3,13.0,181.0,45.0,62.0
3349,CDC42EP4,717.0,353.0,208.0,171.0
3350,CDC42EP5,2.0,42.0,6.0,13.0
3351,CDC42P3,2.095,6.346,3.15,4.573
3352,CDC42SE1,118.0,332.0,132.0,127.0
3353,CDC42SE2,183.0,215.0,70.0,261.0
3354,CDC45,58.0,130.0,47.0,84.0
3355,CDC5L,335.0,350.0,96.0,476.0
3356,CDC6,75.0,441.0,23.0,259.0
3357,CDC7,28.0,112.0,15.0,194.00099999999998
3358,CDC73,134.0,217.0,165.0,200.0
3359,CDCA2,40.0,199.0,17.0,163.0
3360,CDCA3,75.0,174.0,11.0,99.0
3361,CDCA4,51.0,215.0,34.0,53.0
3362,CDCA5,87.0,244.0,47.0,86.0
3363,CDCA7,1.0,63.0,17.0,71.0
3364,CDCA7L,47.0,181.0,74.0,44.0
3365,CDCA8,88.0,334.0,43.0,64.0
3366,CDCP1,6.0,360.0,18.0,60.0
3367,CDCP2,1.0,2.0,1.0,1.0
3368,CDH1,1668.0,870.0030000000002,1433.0,527.0
3369,CDH10,0.0,1.0,1.0,1.0
3370,CDH11,1.0,94.00199999999998,4.0,304.0
3371,CDH12,2.0,1.0,2.0,2.0
3372,CDH13,1.0,32.0,3.0,168.00099999999998
3373,CDH15,13.0,9.0,6.0,14.0
3374,CDH16,1.0,24.0,0.0,22.0
3375,CDH17,0.0,13.158999999999999,2.015,5.031000000000001
3376,CDH18,0.0,0.0,0.0,2.0
3377,CDH19,5.0,1.0,24.0,3.0
3378,CDH2,773.0,497.0,399.0,321.0
3379,CDH20,4.0,6.0,3.0,11.0
3380,CDH22,0.0,7.0,0.0,1.0
3381,CDH23,383.99800000000005,22.0,87.001,9.0
3382,CDH24,31.0,151.67499999999995,6.0,45.339999999999975
3383,CDH26,3.0,5.0,7.0,1.0
3384,CDH3,3.0,44.0,2.0,27.0
3385,CDH4,1.0,34.0,4.0,18.0
3386,CDH5,14.0,3.0,124.0,83.0
3387,CDH6,13.0,23.0,11.0,18.0
3388,CDH7,0.0,0.0,0.0,1.0
3389,CDH8,1.0,0.0,0.0,1.0
3390,CDH9,0.0,0.0,0.0,0.0
3391,CDHR1,1.0,8.0,30.0,2.0
3392,CDHR2,329.0,317.0,209.0,102.0
3393,CDHR3,57.0,20.0,16.0,11.0
3394,CDHR4,2.0,9.0,1.0,0.0
3395,CDHR5,1328.0,305.0,1885.9999999999998,86.0
3396,CDIP1,331.0,248.0,180.0,76.0
3397,CDIPT,763.0,365.0,328.999,238.00099999999998
3398,CDIPT-AS1,2.0,8.0,1.0,4.0
3399,CDK1,119.0,243.0,38.0,622.0
3400,CDK10,468.999,241.99900000000002,253.99900000000002,38.999000000000024
3401,CDK11A,236.39000000000004,110.19799999999998,132.80399999999997,118.52499999999998
3402,CDK11B,571.457,590.627,279.75099999999986,114.44800000000009
3403,CDK12,298.0,397.999,192.0,281.999
3404,CDK13,276.0,224.0,73.0,176.0
3405,CDK14,306.0,234.0,60.0,86.0
3406,CDK15,3.0,8.0,1.0,4.0
3407,CDK16,261.999,683.999,170.0,400.93499999999995
3408,CDK17,93.0,120.0,56.0,136.0
3409,CDK18,147.0,311.999,105.001,81.065
3410,CDK19,153.0,133.149,50.52699999999999,90.37499999999994
3411,CDK2,164.0,396.0,157.0,272.0
3412,CDK20,22.0,49.0,62.0,32.0
3413,CDK2AP1,183.0,152.0,150.0,110.0
3414,CDK2AP2,633.0,275.999,897.0,134.00099999999998
3415,CDK3,85.917,25.735,59.318999999999996,13.051
3416,CDK4,250.0,591.0,197.0,206.0
3417,CDK5,67.0,49.0,82.0,44.0
3418,CDK5R1,13.0,52.0,40.0,34.0
3419,CDK5R2,1.0,2.0,0.0,3.0
3420,CDK5RAP1,127.0,135.0,53.0,73.0
3421,CDK5RAP2,467.001,910.9989999999998,223.00199999999995,604.0010000000002
3422,CDK5RAP3,749.999,470.001,407.001,71.0
3423,CDK6,167.0,117.0,201.0,60.0
3424,CDK7,64.0,111.0,61.0,188.0
3425,CDK8,64.0,79.0,84.0,79.999
3426,CDK9,433.0,276.0,637.0,88.0
3427,CDKAL1,71.0,127.0,71.0,45.0
3428,CDKL1,12.0,13.0,11.0,17.0
3429,CDKL2,1.0,6.0,2.0,7.0
3430,CDKL3,9.0,16.0,8.0,9.0
3431,CDKL4,5.0,1.0,4.0,2.0
3432,CDKL5,49.0,28.0,23.0,55.0
3433,CDKN1A,374.0,2535.0,798.0,1080.0
3434,CDKN1B,250.074,374.00299999999993,387.07099999999997,281.2660000000001
3435,CDKN1C,24.0,95.00099999999998,36.0,77.0
3436,CDKN2A,5.0,934.3130000000001,7.0,255.92799999999988
3437,CDKN2AIP,59.0,87.0,45.0,183.0
3438,CDKN2AIPNL,69.0,116.0,55.0,23.0
3439,CDKN2B,10.0,206.687,14.345,49.07299999999998
3440,CDKN2B-AS1,2.0,27.0,4.0,10.0
3441,CDKN2C,148.0,300.0,62.0,146.0
3442,CDKN2D,24.0,87.0,19.0,22.0
3443,CDKN3,66.0,165.0,18.0,306.0
3444,CDNF,43.0,9.0,13.0,4.0
3445,CDO1,1224.0,83.0,475.0,27.0
3446,CDON,49.0,45.0,19.0,20.0
3447,CDPF1,34.0,36.0,33.0,23.0
3448,CDR1,0.0,0.0,0.0,0.0
3449,CDR2,188.0,174.0,239.0,120.0
3450,CDR2L,1.0,292.0,17.0,72.0
3451,CDRT1,10.843,15.599,20.68,6.132
3452,CDRT15,0.0,0.0,1.0,1.0
3453,CDRT15L2,0.0,0.0,0.0,0.0
3454,CDRT15P1,0.0,2.0,0.0,0.0
3455,CDRT15P2,0.0,0.0,0.0,0.0
3456,CDRT4,25.09,0.0,128.0,13.883
3457,CDRT7,0.0,0.0,0.0,0.0
3458,CDRT8,0.0,0.0,0.0,0.0
3459,CDS1,19.0,70.0,218.0,48.0
3460,CDS2,378.01,215.0,176.0,112.0
3461,CDSN,0.0,2.0,0.0,1.0
3462,CDT1,113.0,431.0,80.0,173.0
3463,CDV3,1064.0,1473.9989999999998,532.0,806.0
3464,CDX1,0.0,1.0,1.0,1.0
3465,CDX2,0.0,5.0,0.0,3.0
3466,CDX4,0.0,0.0,0.0,0.0
3467,CDYL,67.0,75.0,56.0,100.0
3468,CDYL2,15.0,14.0,15.0,11.0
3469,CEACAM1,544.0,121.97800000000004,304.97,68.00999999999999
3470,CEACAM16,1.0,1.0,0.0,0.0
3471,CEACAM18,0.0,0.0,0.0,0.0
3472,CEACAM19,131.0,16.0,23.0,9.0
3473,CEACAM20,0.0,24.0,7.0,11.0
3474,CEACAM21,4.0,1.0,22.737,1.0
3475,CEACAM22P,5.0,13.0,10.0,10.0
3476,CEACAM3,1.037,0.0,3.0,0.0
3477,CEACAM4,2.0,0.0,6.0,0.0
3478,CEACAM5,5.0,2.007,2.0,1.015
3479,CEACAM6,1.011,4.037,2.005,1.011
3480,CEACAM7,0.0,0.0,0.0,0.0
3481,CEACAM8,2.036,1.012,5.0,2.0
3482,CEBPA,3821.0,903.9989999999998,4048.66,872.9659999999999
3483,CEBPA-AS1,72.0,40.0,58.0,55.0
3484,CEBPB,1768.349,1090.817,2126.672,401.933
3485,CEBPD,1096.0720000000001,791.9410000000003,2695.6479999999997,502.48199999999997
3486,CEBPE,0.0,0.0,1.0,2.0
3487,CEBPG,310.0,504.0,864.0,410.0
3488,CEBPZ,145.0,258.0,303.0,436.0
3489,CEBPZ-AS1,216.0,189.0,169.0,202.0
3490,CECR1,51.0,15.0,288.0,14.0
3491,CECR2,439.0,66.0,84.0,46.0
3492,CECR3,0.0,0.0,0.0,0.0
3493,CECR5,299.0,484.001,235.00099999999998,147.0
3494,CECR5-AS1,5.0,5.0,4.0,2.0
3495,CECR6,2.0,12.0,6.0,8.0
3496,CECR7,2.0,11.0,0.0,13.0
3497,CEL,25.0,8.0,10.659,7.0
3498,CELA1,0.0,0.0,0.0,0.0
3499,CELA2A,0.0,2.0,0.0,1.0
3500,CELA2B,0.0,4.0,0.0,0.0
3501,CELA3A,0.0,107.63999999999999,0.0,58.116000000000014
3502,CELA3B,0.0,18.372999999999998,0.0,12.945
3503,CELF1,1245.0,671.001,270.999,422.001
3504,CELF2,15.0,26.0,103.0,19.0
3505,CELF2-AS1,0.0,0.0,0.0,0.0
3506,CELF2-AS2,1.0,0.0,0.0,0.0
3507,CELF3,0.0,1.0,0.0,7.0
3508,CELF4,3.0,10.0,3.0,3.0
3509,CELF5,8.0,13.001000000000001,36.0,5.0
3510,CELF6,72.0,11.0,24.0,3.0
3511,CELP,0.0,0.0,6.56,2.0
3512,CELSR1,215.0,165.04100000000005,128.0,68.00699999999998
3513,CELSR2,59.0,65.0,23.0,50.0
3514,CELSR3,16.0,212.89099999999996,14.0,88.0
3515,CEMP1,6.0,14.0,6.0,9.0
3516,CEND1,4.0,7.0,14.0,7.0
3517,CENPA,22.0,93.0,11.0,45.0
3518,CENPB,610.0,739.0,261.0,196.0050000000001
3519,CENPBD1,83.0,90.0,86.0,47.0
3520,CENPBD1P1,68.0,195.0,84.0,52.0
3521,CENPC,84.0,60.001000000000005,53.0,103.0
3522,CENPE,89.0,157.0,39.0,387.0
3523,CENPF,166.0,816.0,52.0,747.0
3524,CENPH,31.0,140.0,37.0,19.0
3525,CENPI,32.0,75.0,16.0,121.0
3526,CENPJ,67.0,97.00099999999998,36.0,87.0
3527,CENPK,21.0,132.0,23.0,193.0
3528,CENPL,28.0,87.0,23.0,69.0
3529,CENPM,56.999,90.0,26.0,79.00099999999998
3530,CENPN,200.0,305.0,43.0,291.0
3531,CENPO,52.0,177.0,44.0,78.0
3532,CENPP,25.0,60.0,21.0,48.0
3533,CENPQ,26.0,72.0,21.0,114.0
3534,CENPT,190.99900000000002,270.0,186.0,38.0
3535,CENPU,156.0,367.0,69.0,491.0
3536,CENPV,208.0,277.0,85.0,233.0
3537,CENPVP1,0.0,9.0,0.0,0.5
3538,CENPVP2,0.0,2.5,0.0,0.5
3539,CENPW,28.0,131.0,25.0,51.0
3540,CEP104,255.0,148.0,214.0,65.0
3541,CEP112,10.0,31.0,14.0,28.998999999999995
3542,CEP120,132.0,65.0,30.0,134.0
3543,CEP128,21.0,43.0,10.0,51.0
3544,CEP135,15.0,107.0,16.0,14.0
3545,CEP152,44.0,90.0,39.0,176.0
3546,CEP164,246.00099999999998,161.0,143.0,60.79199999999997
3547,CEP170,71.0,160.0,31.0,150.04100000000005
3548,CEP170B,557.0,518.0,382.0,128.0
3549,CEP170P1,0.0,0.0,0.0,8.041
3550,CEP19,22.0,24.0,16.999,29.0
3551,CEP192,287.0,154.0,38.0,227.0
3552,CEP250,206.999,262.999,84.0,154.99900000000002
3553,CEP290,90.0,94.0,86.0,143.0
3554,CEP350,140.0,251.0,166.0,242.0
3555,CEP41,35.0,86.00099999999998,34.001000000000005,59.998999999999995
3556,CEP44,61.0,79.001,52.001000000000005,128.0
3557,CEP55,33.0,189.0,29.0,249.0
3558,CEP57,470.0,259.0,152.0,466.0
3559,CEP57L1,73.999,49.001000000000005,25.0,49.001000000000005
3560,CEP63,152.0,126.0,71.999,125.00099999999998
3561,CEP68,53.0,80.0,46.0,50.0
3562,CEP70,206.00099999999998,99.0,77.999,184.99900000000002
3563,CEP72,25.0,47.0,17.0,34.0
3564,CEP76,58.0,51.0,61.0,73.0
3565,CEP78,89.0,125.00099999999998,43.0,90.0
3566,CEP85,167.0,280.0,76.0,48.0
3567,CEP85L,11.0,53.0,32.0,35.0
3568,CEP89,33.0,37.998999999999995,25.0,41.0
3569,CEP95,118.999,169.00099999999998,65.0,99.0
3570,CEP97,59.0,60.741000000000014,59.0,27.0
3571,CEPT1,232.0,142.0,122.0,261.0
3572,CER1,0.0,5.0,0.0,1.0
3573,CERCAM,5.0,200.0,24.0,296.001
3574,CERK,262.0,332.0,190.0,269.0
3575,CERKL,2.0,34.0,2.0,19.0
3576,CERS1,1.0,39.439,3.0,23.833
3577,CERS2,3679.0,1871.9989999999998,1958.0,1437.9989999999998
3578,CERS3,2.0,1.0,1.0,0.0
3579,CERS4,960.001,146.0,611.001,150.00199999999995
3580,CERS5,50.0,163.0,37.001000000000005,51.001000000000005
3581,CERS6,448.0,611.0,140.0,509.0
3582,CERS6-AS1,7.0,21.0,5.0,16.0
3583,CES1,64957.527,3496.1940000000013,50136.517,1927.6840000000002
3584,CES1P1,207.22,16.950000000000003,71.023,6.688000000000001
3585,CES1P2,7.095,5.967,3.515,1.093
3586,CES2,9205.001,2228.0,4656.0,964.9979999999996
3587,CES3,1579.0,134.0,56.0,19.0
3588,CES4A,967.0,38.998999999999995,89.0,21.0
3589,CES5A,72.0,6.0,16.0,1.0
3590,CES5AP1,0.0,0.0,0.0,1.0
3591,CETN1,0.0,0.0,0.0,0.0
3592,CETN2,125.0,106.0,142.0,130.0
3593,CETN3,40.0,19.0,19.0,92.0
3594,CETN4P,1.0,2.0,0.0,4.0
3595,CETP,24.0,4.0,135.0,8.0
3596,CFB,21607.0,1650.0,6422.0,1708.0
3597,CFC1,0.0,0.0,0.0,0.0
3598,CFC1B,0.0,0.0,0.0,0.0
3599,CFD,14.0,21.0,100.0,10.0
3600,CFDP1,242.0,196.0,87.0,243.0
3601,CFH,6639.663999999999,2428.4259999999995,2459.9629999999997,4766.772
3602,CFHR1,5565.429,694.5440000000001,11960.3,1215.2209999999998
3603,CFHR2,3447.4800000000005,216.82899999999995,2848.9289999999996,403.039
3604,CFHR3,5970.933,45.64699999999999,2604.9080000000004,52.80600000000001
3605,CFHR4,634.385,15.312,361.014,22.475
3606,CFHR5,520.144,51.57100000000001,477.68800000000005,66.755
3607,CFI,6528.002,973.9989999999998,5357.0,1777.0
3608,CFL1,2174.0,2500.0,1796.0,545.8970000000008
3609,CFL1P1,4.0,6.0,3.0,24.163000000000004
3610,CFL2,677.0,314.999,343.001,572.001
3611,CFLAR,718.0,301.1389999999999,254.76,179.59799999999996
3612,CFLAR-AS1,0.0,4.0,3.0,3.0
3613,CFP,26.0,10.0,240.0,6.0
3614,CFTR,6.0,2.0,17.0,11.0
3615,CGA,1.0,3.0,8.0,0.0
3616,CGB,0.0,6.865,0.0,1.0
3617,CGB1,0.0,3.94,0.0,1.0
3618,CGB2,0.0,4.795,0.0,0.0
3619,CGB5,0.0,7.817,0.0,2.0
3620,CGB7,0.0,8.6,0.0,2.0
3621,CGB8,0.0,4.687,0.0,1.0
3622,CGGBP1,258.999,273.0,171.0,336.0
3623,CGN,1278.0,603.0,357.0,236.0
3624,CGNL1,959.991,128.89200000000005,408.01099999999997,145.0
3625,CGREF1,71.001,229.99900000000002,447.0,103.00099999999998
3626,CGRRF1,37.0,38.0,37.0,59.0
3627,CH25H,1.0,8.0,4.0,29.0
3628,CHAC1,11.0,19.0,148.0,31.0
3629,CHAC2,18.0,56.0,20.0,40.0
3630,CHAD,316.0,22.0,73.0,12.0
3631,CHADL,19.0,7.0,11.0,3.0
3632,CHAF1A,161.0,404.0,105.0,178.0
3633,CHAF1B,41.0,131.0,35.0,93.0
3634,CHAMP1,196.0,200.0,81.0,102.0
3635,CHAT,1.0,0.0,0.0,0.0
3636,CHCHD1,137.0,140.0,125.0,259.0
3637,CHCHD10,2919.0,484.0,5019.0,261.0
3638,CHCHD2,804.0,969.0,1149.0,816.0
3639,CHCHD3,151.0,201.0,266.0,476.0
3640,CHCHD4,105.0,75.0,81.0,116.0
3641,CHCHD5,91.0,88.0,83.0,51.0
3642,CHCHD6,24.0,29.0,35.0,20.0
3643,CHCHD7,93.0,77.0,78.0,149.00199999999998
3644,CHD1,158.0,340.0,179.0,196.0
3645,CHD1L,365.999,221.99900000000002,274.0,210.99900000000002
3646,CHD2,676.0,588.0,554.0,375.0
3647,CHD3,32.0,663.0000000000002,228.0,192.0
3648,CHD4,1073.0,875.9989999999998,322.001,359.9920000000002
3649,CHD5,2.0,17.0,6.0,15.02
3650,CHD6,227.0,156.99900000000002,99.0,59.000999999999976
3651,CHD7,225.0,264.999,125.0,149.99900000000002
3652,CHD8,326.0,420.0,204.0,235.0
3653,CHD9,359.001,209.99800000000005,112.0,254.0
3654,CHDC2,5.0,0.0,1.0,0.0
3655,CHDH,1651.0,304.0,512.0,130.0
3656,CHEK1,48.001,185.0,41.0,197.99900000000002
3657,CHEK2,36.048,80.208,47.001,102.001
3658,CHEK2P2,1.048,0.0,0.0,0.0
3659,CHERP,533.0,445.0,122.0,309.0
3660,CHFR,110.0,132.0,128.0,49.0
3661,CHGA,1.0,33.0,2.0,32.0
3662,CHGB,1.0,5.0,1.0,2.0
3663,CHI3L1,225.0,274.0,8400.0,26.0
3664,CHI3L2,3.0,12.0,8.0,2.0
3665,CHIA,6.0,5.0,0.0,0.0
3666,CHIAP2,0.0,0.0,0.0,0.0
3667,CHIC1,27.0,42.0,21.0,53.0
3668,CHIC2,75.999,136.0,39.0,31.000999999999976
3669,CHID1,428.0,268.0,105.0,101.99900000000002
3670,CHIT1,0.0,0.0,1.0,0.0
3671,CHKA,232.0,261.0,306.001,133.0
3672,CHKB,115.19300000000001,129.558,325.073,29.992000000000004
3673,CHKB-AS1,13.0,17.0,6.0,9.0
3674,CHKB-CPT1B,57.938,99.181,42.458,24.213
3675,CHL1,16.0,4.0,14.0,2.0
3676,CHM,85.0,132.0,73.0,59.122000000000014
3677,CHML,43.0,293.0,87.0,123.87800000000004
3678,CHMP1A,347.0,368.0,113.0,126.0
3679,CHMP1B,256.669,297.0,149.0,278.0
3680,CHMP1B2P,1.0,3.0,1.0,8.0
3681,CHMP2A,862.0,338.0,132.99900000000002,253.0
3682,CHMP2B,148.0,168.0,204.0,265.0
3683,CHMP3,185.0,350.6170000000001,166.798,221.68399999999997
3684,CHMP4A,153.0,171.0,159.0,110.0
3685,CHMP4B,457.0,682.0,322.0,305.0
3686,CHMP4C,30.0,96.0,19.0,23.0
3687,CHMP5,214.0,204.0,204.0,255.0
3688,CHMP6,177.0,132.0,35.0,34.0
3689,CHMP7,154.0,200.99900000000002,262.0,92.0
3690,CHN1,13.0,74.0,6.0,111.0
3691,CHN2,1049.0,66.0,67.001,58.0
3692,CHODL,1.0,2.0,1.0,4.0
3693,CHODL-AS1,0.0,0.0,0.0,0.0
3694,CHORDC1,95.08699999999999,87.25200000000001,164.90500000000003,246.485
3695,CHP1,3543.0460000000003,711.7409999999998,1316.7600000000002,414.7930000000001
3696,CHP2,3.0,3.0,0.0,1.0
3697,CHPF,765.0,377.0,300.0,164.0
3698,CHPF2,134.505,311.438,221.17900000000003,235.10300000000007
3699,CHPT1,896.0,243.0,240.0,307.0
3700,CHRAC1,219.99599999999998,127.0,35.78,97.0
3701,CHRD,1081.999,96.99900000000002,563.0,17.0
3702,CHRDL1,1.0,8.0,4.0,11.0
3703,CHRDL2,114.0,27.0,108.0,54.0
3704,CHRFAM7A,2.0,72.431,4.0,8.304000000000002
3705,CHRM1,0.0,1.0,0.0,0.0
3706,CHRM2,0.0,0.0,5.0,1.0
3707,CHRM3,24.0,2.0,12.0,17.0
3708,CHRM3-AS1,0.0,0.0,0.0,0.0
3709,CHRM3-AS2,3.0,1.0,2.0,0.0
3710,CHRM4,1.0,39.0,1.0,18.015
3711,CHRM5,1.0,2.0,0.0,0.0
3712,CHRNA1,0.0,17.0,1.0,9.0
3713,CHRNA10,10.0,11.0,17.0,7.0
3714,CHRNA2,1.014,1.0,0.0,1.552
3715,CHRNA3,2.0,4.0,2.0,3.0
3716,CHRNA4,533.001,12.0,740.0,5.0
3717,CHRNA5,7.0,36.0,18.0,3.0
3718,CHRNA6,0.0,1.0,0.0,3.0
3719,CHRNA7,1.0,37.786,1.0,10.487
3720,CHRNA9,0.0,5.0,0.0,4.0
3721,CHRNB1,131.0,96.0,64.018,47.986
3722,CHRNB2,3.0,4.0,4.0,5.0
3723,CHRNB3,0.0,0.0,0.0,0.0
3724,CHRNB4,0.0,1.0,1.0,4.0
3725,CHRND,0.0,3.0,0.0,0.0
3726,CHRNE,110.0,37.0,5.0,24.0
3727,CHRNG,1.0,1.0,0.0,1.0
3728,CHST1,10.0,20.0,14.0,49.0
3729,CHST10,2.0,81.0,15.0,13.0
3730,CHST11,8.0,180.0,53.0,81.05700000000002
3731,CHST12,48.0,57.0,32.0,66.142
3732,CHST13,535.0,128.0,452.0,64.0
3733,CHST14,63.0,113.0,17.0,85.0
3734,CHST15,195.999,107.0,107.0,93.00099999999998
3735,CHST2,6.0,376.0,36.0,176.0
3736,CHST3,5.0,236.0,23.0,113.0
3737,CHST4,2.0,24.0,15.0,11.0
3738,CHST5,2.001,3.002,6.005,5.0
3739,CHST6,6.031,22.201,4.0,7.042000000000002
3740,CHST7,52.0,54.0,47.0,35.0
3741,CHST8,0.0,5.0,5.0,1.0
3742,CHST9,131.0,135.0,32.0,177.99800000000005
3743,CHSY1,53.0,102.0,32.0,238.0
3744,CHSY3,22.0,30.0,53.0,26.0
3745,CHTF18,128.0,214.0,191.0,24.0
3746,CHTF8,649.0,453.0,428.0,239.0
3747,CHTOP,310.0,332.999,283.0,132.99900000000002
3748,CHUK,147.0,143.0,283.0,197.0
3749,CHURC1,210.425,238.83500000000004,73.40699999999998,171.74500000000006
3750,CHURC1-FNTB,126.19300000000001,191.912,58.457999999999984,89.30599999999998
3751,CIAO1,556.879,362.0,308.0,191.04399999999998
3752,CIAPIN1,158.0,236.00099999999998,155.0,250.0
3753,CIB1,328.0,285.0,234.99900000000002,108.00099999999998
3754,CIB2,11.0,76.0,44.0,10.0
3755,CIB3,1.0,2.0,0.0,1.0
3756,CIB4,0.0,0.0,0.0,0.0
3757,CIC,286.0,696.0,407.0,361.0
3758,CIDEA,4.0,0.0,0.0,0.0
3759,CIDEB,5273.0,374.0,952.0,307.0
3760,CIDEC,16.76,731.7450000000001,64.87799999999999,436.23900000000003
3761,CIDECP,18.85,26.257000000000005,22.0,14.762000000000008
3762,CIITA,10.001999999999999,16.974999999999994,36.104,18.076
3763,CILP,9.0,38.0,7.0,15.0
3764,CILP2,1.0,36.0,2.0,15.0
3765,CINP,138.0,127.0,104.0,118.0
3766,CIPC,120.0,61.922,102.62700000000001,95.0
3767,CIR1,197.0,175.0,114.0,55.0
3768,CIRBP,1058.0,614.0,563.0,289.999
3769,CIRBP-AS1,8.0,9.0,29.0,9.0
3770,CIRH1A,155.0,253.0,148.0,275.0
3771,CISD1,201.0,211.0,129.0,340.0
3772,CISD2,224.0,177.0,424.0,299.0
3773,CISD3,727.0,216.0,196.0,188.0
3774,CISH,113.0,41.0,405.0,15.0
3775,CISTR,0.0,0.0,0.0,0.0
3776,CIT,156.0,279.001,20.0,130.0
3777,CITED1,2.0,5.0,3.0,5.0
3778,CITED2,683.0,867.0,1302.0,314.0
3779,CITED4,515.0,490.0,476.0,119.0
3780,CIZ1,335.0,417.999,85.0,220.0
