,Gene,Old Human,Old Organoid,Young Human,Young Organoid
2717,CAB39L,51.0,35.0,15.0,33.0
2718,CABIN1,249.0,379.0,413.0,129.00099999999998
2719,CABLES1,203.0,288.0,94.0,139.0
2720,CABLES2,42.0,102.0,60.0,100.0
2721,CABP1,0.0,28.0,2.0,6.0
2722,CABP2,0.0,0.0,0.0,0.0
2723,CABP4,5.0,3.0,42.0,1.0
2724,CABP5,0.0,0.0,2.0,0.0
2725,CABP7,4.0,17.0,6.0,9.0
2726,CABS1,0.0,0.0,0.0,0.0
2727,CABYR,2.0,41.0,28.0,35.00000000000001
2728,CACFD1,442.0,230.0,200.0,91.0
2729,CACHD1,13.0,15.0,34.0,22.0
2730,CACNA1A,2.0,6.0,9.0,5.047
2731,CACNA1B,1.0,7.0,1.0,1.0
2732,CACNA1C,0.0,28.0,2.0,31.0
2733,CACNA1C-AS1,3.0,0.0,2.0,1.0
2734,CACNA1C-AS4,0.0,0.0,0.0,0.0
2735,CACNA1C-IT3,0.0,3.0,1.0,0.0
2736,CACNA1D,71.0,35.0,157.0,33.0
2737,CACNA1E,3.0,2.0,1.0,1.0
2738,CACNA1F,0.0,1.0,3.0,1.0
2739,CACNA1G,2.0,45.004000000000005,2.0,22.0
2740,CACNA1G-AS1,0.0,1.0,0.0,0.0
2741,CACNA1H,35.0,300.97900000000004,235.00099999999998,72.0
2742,CACNA1I,0.0,5.010999999999999,1.001,4.033
2743,CACNA1S,0.0,1.0,0.0,0.0
2744,CACNA2D1,3.0,31.0,18.0,36.0
2745,CACNA2D2,3.0,7.0,6.0,2.0
2746,CACNA2D3,1.0,1.0,5.0,2.0
2747,CACNA2D3-AS1,0.0,0.0,0.0,0.0
2748,CACNA2D4,15.0,14.0,13.0,5.0
2749,CACNB1,2.0,43.0,15.0,32.0
2750,CACNB2,25.999,15.0,11.0,41.0
2751,CACNB3,10.0,81.001,15.0,66.0
2752,CACNB4,5.0,13.0,6.0,4.0
2753,CACNG1,0.0,0.0,0.0,0.0
2754,CACNG2,5.0,1.0,3.0,3.0
2755,CACNG3,0.0,0.0,0.0,0.0
2756,CACNG4,0.0,16.0,1.0,4.0
2757,CACNG5,0.0,0.0,0.0,0.0
2758,CACNG6,0.0,4.0,0.0,3.0
2759,CACNG7,1.0,5.0,0.0,5.0
2760,CACNG8,3.0,9.041,5.0,28.0
2761,CACTIN,211.0,204.0,130.0,53.0
2762,CACTIN-AS1,12.0,16.0,11.0,12.0
2763,CACUL1,287.0,195.0,148.00099999999998,169.05099999999993
2764,CACYBP,258.0,269.0,230.0,463.001
2765,CAD,258.0,641.0,781.0,286.0
2766,CADM1,182.0,165.0,187.0,39.0
2767,CADM2,4.0,1.0,6.0,3.0
2768,CADM2-AS1,0.0,0.0,1.0,1.0
2769,CADM2-AS2,0.0,0.0,0.0,0.0
2770,CADM3,2.0,624.0,6.0,1526.0
2771,CADM4,61.0,455.0,50.0,52.0
2772,CADPS,0.0,7.0,1.0,4.0
2773,CADPS2,169.0,186.0,150.0,131.0
2774,CAGE1,0.0,3.0,2.0,1.0
2775,CAHM,5.0,7.0,6.0,1.0
2776,CALB1,0.0,7.0,0.0,2.0
2777,CALB2,1.0,10.0,3.0,4.0
2778,CALCA,16.0,23.0,2341.0,7.0
2779,CALCB,3.0,3.0,4.061,0.0
2780,CALCOCO1,372.0,139.0,407.001,96.0
2781,CALCOCO2,872.0,439.0,269.0,467.0
2782,CALCR,0.0,26.0,0.0,1.0
2783,CALCRL,17.0,4.0,53.0,18.0
2784,CALD1,3329.001,1603.0,1837.0020000000004,1392.0
2785,CALHM1,0.0,0.0,1.0,0.0
2786,CALHM2,11.0,41.0,37.001,42.0
2787,CALHM3,0.0,2.0,0.0,4.0
2788,CALM1,2406.0,821.0,434.0,1334.8729999999996
2789,CALM2,515.0,1449.0,1708.0,2589.0
2790,CALM3,1777.0,1751.0,281.0,705.6719999999996
2791,CALML3,2.0,3.0,0.0,0.0
2792,CALML4,259.0,77.0,63.0,43.0
2793,CALML5,0.0,0.0,0.0,0.0
2794,CALML6,15.0,13.0,5.0,3.0
2795,CALN1,5.0,0.0,3.0,1.0
2796,CALR,4442.0,7614.0,7548.0,2968.0
2797,CALR3,4.0,7.0,1.0,2.0
2798,CALU,356.0,1389.0010000000002,599.0,1707.0
2799,CALY,2.0,36.0,1.0,4.0
2800,CAMK1,219.0,124.0,99.0,41.0
2801,CAMK1D,87.848,106.71999999999997,82.85700000000003,72.68899999999996
2802,CAMK1G,3.0,2.0,11.0,7.0
2803,CAMK2A,4.0,5.0,4.0,4.0
2804,CAMK2B,236.0,50.0,236.99900000000002,38.562
2805,CAMK2D,392.0,287.999,80.999,378.6
2806,CAMK2G,146.999,159.99900000000002,95.0,100.00200000000001
2807,CAMK2N1,665.0,519.0,971.0,201.0
2808,CAMK2N2,30.0,29.0,6.0,37.0
2809,CAMK4,1.0,3.0,15.0,6.0
2810,CAMKK1,2.0,19.0,14.0,3.0
2811,CAMKK2,587.0,318.999,85.00099999999998,250.0
2812,CAMKMT,41.0,16.0,23.0,27.0
2813,CAMKV,0.0,5.0,1.0,2.0
2814,CAMLG,156.0,160.0,85.0,101.0
2815,CAMP,0.0,1.0,0.0,1.0
2816,CAMSAP1,111.0,239.0,172.00099999999998,174.99900000000002
2817,CAMSAP2,39.0,182.0,49.0,113.0
2818,CAMSAP3,595.0,498.0,235.0,234.00099999999998
2819,CAMTA1,201.0,151.0,70.0,110.0
2820,CAMTA2,258.0,177.0,262.0,54.0
2821,CAND1,404.0,599.0,231.0,899.0010000000002
2822,CAND1.11,1.0,10.0,1.0,2.0
2823,CAND2,45.0,34.0,41.0,14.0
2824,CANT1,186.041,389.7800000000001,154.933,159.54000000000008
2825,CANX,3605.0,4251.0,3996.0,5748.0
2826,CAP1,668.0,1529.0020000000004,372.0,566.9989999999998
2827,CAP2,59.0,113.0,65.0,118.0
2828,CAPG,17.0,292.0,31.0,362.0
2829,CAPN1,806.0,669.0010000000002,215.00099999999998,293.001
2830,CAPN10,70.0,96.0,111.0,66.0
2831,CAPN10-AS1,8.0,19.0,11.0,6.0
2832,CAPN11,3.0,0.0,2.0,2.0
2833,CAPN12,352.0,231.0,383.0,30.0
2834,CAPN13,0.0,2.0,3.0,0.0
2835,CAPN14,0.0,1.0,0.0,0.0
2836,CAPN15,363.999,479.999,106.0,187.00099999999998
2837,CAPN2,371.0,1065.0,88.0,432.0
2838,CAPN3,454.001,15.999000000000002,109.0,7.0
2839,CAPN5,1407.0,258.0,405.0,169.0
2840,CAPN6,2.0,3.0,4.0,5.0
2841,CAPN7,227.0,132.00099999999998,156.0,232.00099999999998
2842,CAPN8,2.0,4.0,3.0,2.0
2843,CAPN8-2,3.0,7.0,3.0,6.0
2844,CAPN9,0.0,9.0,1.0,9.0
2845,CAPNS1,1117.0,1022.9989999999998,748.7789999999998,386.9960000000001
2846,CAPNS2,0.0,1.0,1.0,1.0
2847,CAPRIN1,894.0,1249.0,258.0,1403.0
2848,CAPRIN2,116.999,64.0,78.999,37.0
2849,CAPS,95.0,30.0,63.0,9.0
2850,CAPS2,19.999,18.001,18.0,4.0
2851,CAPSL,0.0,7.0,0.0,5.0
2852,CAPZA1,461.0,834.0,518.0,1353.0
2853,CAPZA2,434.0,418.0,267.0,594.0
2854,CAPZA3,4.0,5.0,4.0,0.0
2855,CAPZB,904.0,984.0,275.0,356.0
2856,CARD10,184.0,289.0,145.0,93.0
2857,CARD11,7.0,13.0,50.0,6.908
2858,CARD14,4.0,11.0,14.0,6.0
2859,CARD16,17.188,19.238999999999997,34.924,18.389
2860,CARD17,0.0,0.0,1.0,1.0
2861,CARD18,0.0,0.0,0.0,0.0
2862,CARD6,20.0,79.0,70.0,36.0
2863,CARD8,158.0,81.0,121.999,62.998999999999995
2864,CARD9,7.0,5.0,34.0,6.0
2865,CARF,52.0,26.0,30.0,20.0
2866,CARHSP1,851.0,730.0,314.999,435.001
2867,CARKD,420.999,95.99900000000002,369.0,78.0
2868,CARM1,463.0,385.55899999999997,451.0,142.0
2869,CARNS1,6.0,17.0,10.0,4.0
2870,CARS,184.0,225.00199999999995,473.0,104.99900000000002
2871,CARS2,414.0,188.0,104.0,102.0
2872,CARTPT,0.0,1.0,0.0,0.0
2873,CASC1,4.0,9.0,1.0,4.0
2874,CASC10,305.0,27.0,48.0,50.0
2875,CASC11,0.0,2.0,1.0,2.0
2876,CASC14,0.0,0.0,0.0,1.0
2877,CASC15,0.0,9.0,0.0,2.0
2878,CASC16,0.0,2.0,2.0,0.0
2879,CASC17,0.0,0.0,0.0,0.0
2880,CASC18,0.0,0.0,0.0,2.0
2881,CASC2,15.0,11.0,10.0,11.0
2882,CASC20,1.0,0.0,0.0,0.0
2883,CASC3,352.0,346.0,369.0,191.0
2884,CASC4,608.0,276.84899999999993,437.004,159.01199999999994
2885,CASC5,77.0,209.0,25.0,174.0
2886,CASC6,0.0,0.0,1.0,0.0
2887,CASC8,0.0,0.0,0.0,0.0
2888,CASC9,5.0,0.0,4.0,2.0
2889,CASD1,88.0,70.999,69.0,76.0
2890,CASK,134.0,231.00099999999998,84.0,106.00099999999998
2891,CASKIN1,19.0,30.0,28.0,17.0
2892,CASKIN2,465.0,212.0,115.0,58.0
2893,CASP1,35.649,56.367999999999995,90.077,69.428
2894,CASP10,123.0,79.0,62.001000000000005,33.0
2895,CASP12,0.0,0.0,0.0,5.0
2896,CASP14,0.0,16.0,0.0,0.0
2897,CASP16,80.0,7.0,2.0,1.0
2898,CASP2,120.20599999999999,206.0,71.0,109.0
2899,CASP3,205.0,326.0,79.0,479.0
2900,CASP4,62.0,211.0,169.98299999999995,259.185
2901,CASP5,1.005,3.032,6.029,5.681
2902,CASP6,79.0,133.0,65.999,144.0
2903,CASP7,108.0,182.99900000000002,204.0,320.0
2904,CASP8,87.01500000000001,110.57300000000004,58.983999999999995,58.64099999999996
2905,CASP8AP2,77.0,135.0,51.0,187.0
2906,CASP9,102.0,46.0,57.0,42.0
2907,CASQ1,1.0,17.0,0.0,12.0
2908,CASQ2,0.0,2.0,0.0,1.0
2909,CASR,2.0,0.0,1.0,0.0
2910,CASS4,36.0,7.0,8.0,8.0
2911,CAST,1424.0,1097.9989999999998,981.999,506.0
2912,CASZ1,43.0,88.0,156.0,63.0
2913,CAT,8115.0,665.0,2152.0,1308.0
2914,CATSPER1,0.0,7.0,2.0,3.0
2915,CATSPER2,20.894,13.800999999999998,12.299999999999999,6.11
2916,CATSPER2P1,36.0,17.643,13.703,7.085
2917,CATSPER3,12.0,3.0,17.0,4.0
2918,CATSPER4,0.0,0.0,0.0,0.0
2919,CATSPERB,1.0,7.0,8.0,2.0
2920,CATSPERD,2.0,2.0,1.0,1.0
2921,CATSPERG,18.0,10.0,14.0,6.0
2922,CAV1,40.0,1240.0,69.0,2983.0
2923,CAV2,245.00099999999998,492.0,252.0,492.0
2924,CAV3,0.0,3.0,0.0,1.0
2925,CBFA2T2,145.0,156.0,64.0,154.0
2926,CBFA2T3,187.0,7.0,31.0,39.0
2927,CBFB,139.0,226.0,115.0,119.0
2928,CBL,40.0,109.0,74.0,33.0
2929,CBLB,57.0,90.001,232.001,105.0
2930,CBLC,161.999,92.0,77.999,58.0
2931,CBLL1,123.0,114.99900000000002,50.0,70.0
2932,CBLN1,2.0,11.0,6.0,3.0
2933,CBLN2,2.0,1.0,2.0,9.0
2934,CBLN3,27.0,19.0,5.0,17.0
2935,CBLN4,13.0,0.0,4.0,0.0
2936,CBR1,3894.9970000000003,467.1310000000001,1370.0,221.56600000000003
2937,CBR3,4.023,39.214,8.039,31.528999999999996
2938,CBR3-AS1,9.0,7.0,12.0,6.0
2939,CBR4,536.0,86.0,139.00199999999995,184.0
2940,CBS,5072.269,904.5909999999999,1974.3100000000004,457.0559999999996
2941,CBWD1,96.29399999999998,177.01400000000007,156.16900000000004,249.853
2942,CBWD2,125.036,215.411,130.53,122.91999999999996
2943,CBWD3,202.098,105.95,204.346,209.28200000000004
2944,CBWD5,192.80900000000003,161.68000000000006,547.0039999999999,314.24600000000004
2945,CBWD6,98.29299999999999,62.285000000000004,145.539,58.032000000000004
2946,CBX1,151.0,388.0,65.0,165.0
2947,CBX2,11.0,97.0,11.0,33.0
2948,CBX3,318.999,693.9989999999998,370.0,1496.0
2949,CBX3P2,3.0,8.0,3.0,5.0
2950,CBX4,251.0,325.0,584.0,215.0
2951,CBX5,484.999,978.3629999999998,153.0,653.3069999999998
2952,CBX6,355.0,351.0,149.0,229.0
2953,CBX7,234.0,76.0,133.0,49.0
2954,CBX8,38.0,67.0,31.0,32.0
2955,CBY1,89.0,136.0,65.0,67.0
2956,CBY3,3.0,0.0,0.0,1.0
2957,CC2D1A,420.0,386.001,66.0,192.00099999999998
2958,CC2D1B,232.0,202.0,227.99900000000002,48.0
2959,CC2D2A,23.999,37.0,12.0,41.0
2960,CC2D2B,1.0,1.0,0.0,2.0
2961,CCAR1,234.0,457.999,338.001,516.703
2962,CCAR2,378.0,632.0,175.0,181.0
2963,CCAT1,28.0,54.125,92.0,8.0
2964,CCAT2,0.0,0.0,0.0,0.0
2965,CCBE1,19.0,192.0,80.78,65.00099999999998
2966,CCBL1,156.999,153.99900000000002,65.0,69.0
2967,CCBL2,151.922,143.13099999999997,226.64099999999996,215.93100000000004
2968,CCDC101,127.969,70.089,51.87899999999999,53.125999999999976
2969,CCDC102A,7.0,62.593,13.0,53.0
2970,CCDC102B,4.0,2.0,17.0,14.0
2971,CCDC103,6.0,19.0,8.0,11.0
2972,CCDC104,49.0,106.0,215.0,98.0
2973,CCDC105,0.0,0.0,0.0,0.0
2974,CCDC106,272.0,95.0,48.0,25.0
2975,CCDC107,163.0,161.99900000000002,85.0,59.0
2976,CCDC108,3.0,9.0,5.0,2.0
2977,CCDC109B,2.0,49.0,47.0,53.0
2978,CCDC11,18.0,39.0,8.0,1.0
2979,CCDC110,11.0,11.0,7.0,8.0
2980,CCDC112,6.0,40.0,45.0,82.0
2981,CCDC113,52.0,20.0,72.0,13.0
2982,CCDC114,5.0,4.0,8.0,4.0
2983,CCDC115,145.0,83.00099999999998,29.0,25.0
2984,CCDC116,2.0,7.0,8.0,2.0
2985,CCDC117,314.0,128.0,374.0,208.0
2986,CCDC12,123.001,164.0,171.00099999999998,40.0
2987,CCDC120,99.0,145.0,43.0,47.0
2988,CCDC121,27.0,16.0,19.0,7.0
2989,CCDC122,16.0,29.0,15.0,12.0
2990,CCDC124,371.0,273.0,270.0,97.0
2991,CCDC125,202.0,93.0,85.0,75.0
2992,CCDC126,45.0,32.0,45.0,52.0
2993,CCDC127,90.0,48.0,38.0,32.0
2994,CCDC129,0.0,1.0,0.0,0.0
2995,CCDC13,20.0,12.0,39.0,23.0
2996,CCDC13-AS1,0.0,0.0,1.0,0.0
2997,CCDC130,125.0,74.99900000000002,132.0,32.0
2998,CCDC132,80.0,109.0,42.001000000000005,170.99900000000002
2999,CCDC134,14.0,16.0,37.0,30.0
3000,CCDC135,9.0,5.0,3.0,4.0
3001,CCDC136,3.0,10.0,5.0,16.0
3002,CCDC137,140.0,219.99800000000005,79.0,85.0
3003,CCDC138,14.0,55.0,16.0,53.0
3004,CCDC14,272.001,333.001,73.999,334.001
3005,CCDC140,0.0,11.0,0.0,8.0
3006,CCDC141,2.0,3.0,8.0,2.0
3007,CCDC142,136.0,79.0,139.0,23.0
3008,CCDC144A,37.695,3.275,27.806,7.647
3009,CCDC144B,46.365,11.728000000000002,71.735,25.903000000000002
3010,CCDC144CP,0.0,7.482,2.241,0.0
3011,CCDC144NL,0.0,2.0,1.0,1.096
3012,CCDC146,26.0,38.0,30.0,32.0
3013,CCDC147,0.0,2.0,5.0,5.0
3014,CCDC147-AS1,2.0,8.0,3.0,4.0
3015,CCDC148,7.0,14.0,4.0,4.0
3016,CCDC148-AS1,0.0,0.0,0.0,0.0
3017,CCDC149,56.0,76.0,58.0,23.0
3018,CCDC15,44.0,35.0,20.0,91.0
3019,CCDC150,72.0,34.0,22.0,12.0
3020,CCDC151,10.0,6.0,21.0,11.0
3021,CCDC152,581.0,168.0,129.0,408.0
3022,CCDC153,4.0,6.0,8.0,7.0
3023,CCDC154,11.0,4.0,11.0,1.0
3024,CCDC155,5.0,25.0,2.0,1.0
3025,CCDC157,13.0,26.0,39.0,16.0
3026,CCDC158,30.0,9.0,11.0,5.0
3027,CCDC159,116.999,59.0,93.0,28.0
3028,CCDC160,0.0,2.0,2.0,1.0
3029,CCDC162P,3.0,3.0,0.0,0.0
3030,CCDC163P,16.0,35.0,54.0,21.0
3031,CCDC166,0.0,1.0,0.0,0.0
3032,CCDC167,44.0,58.0,101.0,54.0
3033,CCDC168,14.0,4.0,28.0,2.0
3034,CCDC169,0.0,9.0,0.0,5.0
3035,CCDC169-SOHLH2,0.0,8.0,0.0,4.781
3036,CCDC17,62.0,11.0,24.0,12.0
3037,CCDC170,12.0,15.0,29.0,3.0
3038,CCDC171,9.0,9.0,8.0,9.0
3039,CCDC172,0.0,0.0,0.0,0.0
3040,CCDC173,4.0,4.0,9.0,0.0
3041,CCDC174,123.0,46.0,103.0,82.0
3042,CCDC175,0.0,3.0,0.0,0.0
3043,CCDC176,45.0,49.0,25.0,73.0
3044,CCDC177,0.0,28.0,137.0,8.0
3045,CCDC178,1.0,0.0,1.0,0.0
3046,CCDC179,0.0,0.0,0.0,0.0
3047,CCDC18,83.999,131.0,114.001,104.0
3048,CCDC180,11.0,45.0,15.0,12.717
3049,CCDC181,0.0,3.0,1.0,7.0
3050,CCDC182,0.0,0.0,0.0,0.0
3051,CCDC183,11.0,54.0,7.0,16.0
3052,CCDC183-AS1,15.0,20.0,28.0,12.0
3053,CCDC19,0.0,6.0,2.0,12.0
3054,CCDC22,148.0,144.0,74.0,47.0
3055,CCDC23,41.0,71.0,30.0,34.0
3056,CCDC24,33.0,19.0,20.0,28.0
3057,CCDC25,685.0,279.0,151.0,399.0
3058,CCDC27,0.0,0.0,0.0,0.0
3059,CCDC28A,211.0,72.0,68.0,89.0
3060,CCDC28B,8.0,22.999000000000002,6.0,24.001000000000005
3061,CCDC3,21.0,33.0,147.0,27.0
3062,CCDC30,8.0,7.0,6.0,4.0
3063,CCDC33,0.0,2.0,0.0,1.0
3064,CCDC34,89.0,111.0,32.0,28.0
3065,CCDC36,2.0,7.0,2.0,3.0
3066,CCDC37,1.0,1.0,0.0,1.0
3067,CCDC38,11.0,2.0,4.0,0.0
3068,CCDC39,0.0,1.0,1.0,3.0
3069,CCDC40,24.0,18.0,27.0,6.0
3070,CCDC41,49.0,56.0,27.001000000000005,61.998999999999995
3071,CCDC41-AS1,4.0,10.0,3.0,4.0
3072,CCDC42,2.0,1.0,2.0,1.0
3073,CCDC42B,14.0,8.0,8.0,12.0
3074,CCDC43,53.0,137.0,39.0,98.0
3075,CCDC47,965.0,594.0,1423.0,622.0
3076,CCDC50,393.0,485.0,290.0,282.0
3077,CCDC51,93.0,70.0,31.0,58.999000000000024
3078,CCDC53,155.001,117.0,52.001000000000005,126.0
3079,CCDC54,0.0,0.0,1.0,0.0
3080,CCDC57,75.0,53.0,74.0,24.001000000000005
3081,CCDC58,208.0,174.0,48.0,167.99900000000002
3082,CCDC59,29.0,103.0,130.0,101.0
3083,CCDC6,155.0,350.0,52.0,178.0
3084,CCDC60,1.0,1.0,0.0,0.0
3085,CCDC61,143.0,115.0,42.0,22.0
3086,CCDC62,1.0,5.0,5.0,5.0
3087,CCDC63,1.0,1.0,0.0,1.0
3088,CCDC64,80.0,88.0,171.0,66.0
3089,CCDC64B,2.0,44.0,3.0,7.0
3090,CCDC65,5.0,10.0,5.0,14.0
3091,CCDC66,51.0,60.0,42.001000000000005,82.0
3092,CCDC67,1.0,4.0,1.0,0.0
3093,CCDC68,16.0,114.0,247.0,88.0
3094,CCDC69,259.0,67.0,440.0,70.0
3095,CCDC7,24.0,11.0,21.0,12.0
3096,CCDC70,0.0,0.0,0.0,0.0
3097,CCDC71,88.0,85.0,63.0,71.0
3098,CCDC71L,102.0,95.0,119.0,72.0
3099,CCDC73,8.0,10.0,12.0,15.0
3100,CCDC74A,2.0,33.206999999999994,8.0,12.583000000000006
3101,CCDC74B,0.0,8.343,1.725,8.366
3102,CCDC77,41.0,81.0,22.0,119.0
3103,CCDC78,1.0,33.0,3.0,11.0
3104,CCDC79,1.0,2.0,3.0,0.0
3105,CCDC8,2.0,94.0,14.0,99.0
3106,CCDC80,5.0,427.12300000000005,52.0,1044.0010000000002
3107,CCDC81,4.0,11.0,9.0,5.0
3108,CCDC82,94.999,119.0,171.0,179.0
3109,CCDC83,0.0,0.0,0.0,1.0
3110,CCDC84,58.001000000000005,55.0,44.0,41.0
3111,CCDC85A,0.0,11.0,2.0,5.0
3112,CCDC85B,67.0,81.0,133.0,67.0
3113,CCDC85C,358.0,528.0,56.0,332.0
3114,CCDC86,92.0,262.0,81.0,71.0
3115,CCDC87,2.0,9.0,6.0,10.0
3116,CCDC88A,213.001,401.001,67.00099999999998,385.0
3117,CCDC88B,28.0,25.0,76.0,6.0
3118,CCDC88C,23.0,79.0,42.0,65.0
3119,CCDC89,0.0,1.0,3.0,10.0
3120,CCDC9,121.0,188.0,108.0,59.0
3121,CCDC90B,183.0,121.00099999999998,108.999,165.0
3122,CCDC91,61.998999999999995,98.0,83.0,61.0
3123,CCDC92,341.0,93.0,107.0,28.0
3124,CCDC93,224.0,237.0,82.0,121.0
3125,CCDC94,118.0,140.0,41.0,38.0
3126,CCDC96,17.0,19.0,17.0,10.0
3127,CCDC97,142.0,157.0,115.0,65.0
3128,CCER1,0.0,0.0,0.0,0.0
3129,CCER2,11.0,7.0,6.0,1.0
3130,CCHCR1,212.0,294.001,57.0,81.0
3131,CCIN,0.0,2.0,0.0,2.0
3132,CCK,0.0,7.0,0.0,0.0
3133,CCKAR,0.0,0.0,0.0,0.0
3134,CCKBR,0.0,2.0,0.0,2.0
3135,CCL1,0.0,0.0,0.0,0.0
3136,CCL11,3.0,1.0,1.0,2.0
3137,CCL13,0.0,1.0,2.0,2.0
3138,CCL14,60.34,16.375,168.435,0.0
3139,CCL15,206.262,95.856,96.72,199.75
3140,CCL15-CCL14,221.246,124.057,227.299,44.794
3141,CCL16,239.0,13.0,557.0,8.0
3142,CCL17,0.0,0.0,1.0,0.0
3143,CCL18,4.0,2.0,1.0,1.0
3144,CCL19,2.0,3.0,3.0,3.0
3145,CCL2,12.0,46.0,164.0,75.0
3146,CCL20,15.0,169.0,12.0,208.0
3147,CCL21,4.0,1.0,150.0,1.0
3148,CCL22,3.0,3.0,5.0,1.0
3149,CCL23,3.0,0.0,21.0,1.0
3150,CCL24,1.0,0.0,1.0,0.0
3151,CCL25,4.0,0.0,1.0,1.0
3152,CCL26,0.0,11.0,2.0,5.0
3153,CCL27,1.0,4.0,1.0,5.0
3154,CCL28,6.0,60.998999999999995,6.9990000000000006,38.001000000000005
3155,CCL3,22.851,1.868,67.346,3.997
3156,CCL3L3,2.195,8.0,6.406000000000001,7.0
3157,CCL4,17.984,7.0,35.92,0.0
3158,CCL4L1,7.016,2.0,11.731,0.0
3159,CCL5,32.0,16.0,70.0,9.0
3160,CCL7,1.0,3.0,1.0,0.0
3161,CCL8,0.0,2.0,8.0,2.0
3162,CCM2,630.0,285.999,484.0,128.0
3163,CCM2L,4.0,7.0,8.0,15.0
3164,CCNA1,2.0,4.0,0.0,5.0
3165,CCNA2,150.0,311.0,38.0,378.0
3166,CCNB1,168.0,824.0,38.0,955.0
3167,CCNB1IP1,455.0,123.0,66.001,78.0
3168,CCNB2,77.0,273.0,13.0,327.0
3169,CCNB3,11.0,12.0,13.0,12.0
3170,CCNC,400.0,243.0,389.999,575.001
3171,CCND1,3374.0,98.0,2687.0,254.06100000000004
3172,CCND2,11.0,79.0,81.0,44.946999999999996
3173,CCND3,81.0,353.001,115.0,99.99900000000002
3174,CCNDBP1,150.0,124.0,111.0,262.0
3175,CCNE1,15.0,80.0,19.0,36.0
3176,CCNE2,44.0,110.0,29.0,167.0
3177,CCNF,97.0,261.0,26.0,114.0
3178,CCNG1,871.0,447.0,147.0,1088.0
3179,CCNG2,71.0,159.0,107.0,48.0
3180,CCNH,114.0,121.0,106.001,269.0
3181,CCNI,613.0,809.0,191.0,765.0
3182,CCNI2,5.0,21.0,7.0,25.0
3183,CCNJ,22.0,88.0,33.0,37.0
3184,CCNJL,1.0,37.0,13.0,23.0
3185,CCNK,245.0,415.0,185.0,118.0
3186,CCNL1,386.999,451.999,204.0,491.999
3187,CCNL2,1001.001,1000.0,1231.0010000000002,273.999
3188,CCNO,1.0,20.0,8.0,16.0
3189,CCNT1,133.0,147.0,86.0,199.0
3190,CCNT2,133.0,162.0,151.00099999999998,189.99900000000002
3191,CCNT2-AS1,5.0,13.0,41.0,13.0
3192,CCNY,478.0,407.999,144.0,177.0
3193,CCNYL1,124.0,179.0,144.0,40.13799999999998
3194,CCNYL2,0.0,10.0,1.0,9.479
3195,CCP110,47.0,120.0,55.0,29.0
3196,CCPG1,588.788,222.34799999999996,569.0,610.4179999999999
3197,CCR1,9.0,17.0,123.0,5.0
3198,CCR10,0.0,10.0,4.0,9.0
3199,CCR2,18.0,2.0,21.0,1.0
3200,CCR3,0.0,1.0,0.0,0.0
3201,CCR4,1.0,9.0,5.0,7.0
3202,CCR5,10.0,0.0,39.0,1.0
3203,CCR6,7.0,76.0,14.0,7.0
3204,CCR7,3.0,3.0,11.0,1.0
3205,CCR8,0.0,0.0,0.0,0.0
3206,CCR9,3.0,0.0,1.0,0.0
3207,CCRL2,4.0,27.0,9.0,22.0
3208,CCRN4L,51.0,76.0,311.0,66.0
3209,CCS,433.0,155.0,245.0,61.0
3210,CCSAP,37.0,117.0,15.0,119.0
3211,CCSER1,3.0,0.0,5.0,0.0
3212,CCSER2,147.0,111.00099999999998,70.0,194.0
3213,CCT2,391.0,723.0,323.0,1475.0
3214,CCT3,1288.0,1275.0,369.0,1348.0
3215,CCT4,573.0,800.0,292.0,908.0
3216,CCT5,716.0,1114.0,376.0,1912.0
3217,CCT6A,587.0790000000001,1058.5529999999999,343.40599999999995,1792.8539999999998
3218,CCT6B,41.0,11.0,19.0,9.0
3219,CCT6P1,27.388,30.632999999999996,27.596,15.126000000000005
3220,CCT6P3,43.818,41.928,37.97,21.148
3221,CCT7,811.0,1071.0,398.0,629.0
3222,CCT8,607.789,802.1280000000002,224.89900000000011,1515.6620000000003
3223,CCT8L2,0.0,0.0,0.0,0.0
3224,CCZ1,108.60600000000001,238.17899999999997,91.35399999999998,254.447
3225,CCZ1B,103.417,222.11599999999999,231.388,260.647
3226,CD101,3.0,2.0,12.0,2.0
3227,CD109,15.0,780.9300000000003,19.0,235.3710000000001
3228,CD14,2019.0,154.0,9933.0,120.0
3229,CD151,1030.0,996.0,1857.0,300.0
3230,CD160,6.0,6.0,49.0,4.0
3231,CD163,54.0,19.0,1597.0,29.0
3232,CD163L1,3.0,19.0,69.0,4.0
3233,CD164,2153.0,1137.0,1170.9989999999998,2162.0
3234,CD164L2,0.0,2.0,3.0,1.0
3235,CD177,0.0,2.0,3.0,1.0
3236,CD180,8.0,4.0,47.0,5.0
3237,CD19,2.0,11.0,7.0,2.0
3238,CD1A,1.017,0.0,2.029,0.0
3239,CD1B,0.0,0.0,0.0,3.0
3240,CD1C,2.0,0.0,6.0,0.0
3241,CD1D,115.0,27.0,25.0,15.0
3242,CD1E,2.0,0.0,3.0,8.249
3243,CD2,16.0,0.0,19.0,0.0
3244,CD200,4.0,6.0,2.0,7.0
3245,CD200R1,4.0,2.0,12.0,9.0
3246,CD200R1L,0.0,0.0,0.0,1.0
3247,CD207,0.0,0.0,0.0,0.0
3248,CD209,8.11,3.0,129.38,3.0
3249,CD22,2.0,18.0,19.0,5.0
